hostname,tld,port,path,queue,segment
tube8vidsowd.dnset,com,,2013/girl-fucked-by-dog.avi.exe,,
tube8vidspeq.ddns,name,,2013/girl-fucked-by-dog.avi.exe,,
tube8vidsqof.ddns,name,,2013/girl-fucked-by-dog.avi.exe,,
tube8vidsrau.dnset,com,,2013/girl-fucked-by-dog.avi.exe,,
tube8vidsrdr.dnset,com,,2013/girl-fucked-by-dog.avi.exe,,
tube8vidsrhl.ddns,name,,2013/girl-fucked-by-dog.avi.exe,,
tube8vidsrom.dnset,com,,2013/girl-fucked-by-dog.avi.exe,,
tube8vidssan.dnset,com,,2013/girl-fucked-by-dog.avi.exe,,
tube8vidssjw.ddns,name,,2013/girl-fucked-by-dog.avi.exe,,
tube8vidssyg.dnset,com,,2013/girl-fucked-by-dog.avi.exe,,
tube8vidstrh.dnset,com,,2013/girl-fucked-by-dog.avi.exe,,
tube8vidstyp.ddns,name,,2013/girl-fucked-by-dog.avi.exe,,
tube8vidsuty.dnset,com,,2013/girl-fucked-by-dog.avi.exe,,
tube8vidsvaj.dnset,com,,2013/girl-fucked-by-dog.avi.exe,,
tube8vidsvcs.ddns,name,,2013/girl-fucked-by-dog.avi.exe,,
tube8vidsvmr.ddns,name,,2013/girl-fucked-by-dog.avi.exe,,
slimxxxtuberfe.dnset,com,,2013/girl-fucked-by-dog.avi.exe,,
slimxxxtuberjj.ddns,name,,2013/girl-fucked-by-dog.avi.exe,,
slimxxxtuberme.dnset,com,,2013/girl-fucked-by-dog.avi.exe,,
slimxxxtuberue.dnset,com,,2013/girl-fucked-by-dog.avi.exe,,
slimxxxtubesrs.dnset,com,,2013/girl-fucked-by-dog.avi.exe,,
slimxxxtubesrw.ddns,name,,2013/girl-fucked-by-dog.avi.exe,,
slimxxxtubesun.ddns,name,,2013/girl-fucked-by-dog.avi.exe,,
slimxxxtubetmf.ddns,name,,2013/girl-fucked-by-dog.avi.exe,,
slimxxxtubetmg.dnset,com,,2013/girl-fucked-by-dog.avi.exe,,
slimxxxtubetns.ddns,name,,2013/girl-fucked-by-dog.avi.exe,,
slimxxxtubetts.dnset,com,,2013/girl-fucked-by-dog.avi.exe,,
slimxxxtubeubp.dnset,com,,2013/girl-fucked-by-dog.avi.exe,,
slimxxxtubeujh.ddns,name,,2013/girl-fucked-by-dog.avi.exe,,
slimxxxtubeull.dnset,com,,2013/girl-fucked-by-dog.avi.exe,,
slimxxxtubeuvd.dnset,com,,2013/girl-fucked-by-dog.avi.exe,,
slimxxxtubevdn.ddns,name,,2013/girl-fucked-by-dog.avi.exe,,
slimxxxtubevih.dnset,com,,2013/girl-fucked-by-dog.avi.exe,,
slimxxxtubevjk.ddns,name,,2013/girl-fucked-by-dog.avi.exe,,
slimxxxtubewfl.ddns,name,,2013/girl-fucked-by-dog.avi.exe,,
slimxxxtubewiq.ddns,name,,2013/girl-fucked-by-dog.avi.exe,,
slimxxxtubewis.ddns,name,,2013/girl-fucked-by-dog.avi.exe,,
slimxxxtubewmt.dnset,com,,2013/girl-fucked-by-dog.avi.exe,,
slimxxxtubexei.ddns,name,,2013/girl-fucked-by-dog.avi.exe,,
slimxxxtubexiv.dnset,com,,2013/girl-fucked-by-dog.avi.exe,,
slimxxxtubexvq.ddns,name,,2013/girl-fucked-by-dog.avi.exe,,
slimxxxtubexwb.dnset,com,,2013/girl-fucked-by-dog.avi.exe,,
slimxxxtubexxq.dnset,com,,2013/girl-fucked-by-dog.avi.exe,,
slimxxxtubeyge.ddns,name,,2013/girl-fucked-by-dog.avi.exe,,
slimxxxtubeyhz.ddns,name,,2013/girl-fucked-by-dog.avi.exe,,
slimxxxtubeyza.ddns,name,,2013/girl-fucked-by-dog.avi.exe,,
tube8vidsbbr.dnset,com,,2013/girl-fucked-by-dog.avi.exe,,
tube8vidsbhy.dnset,com,,2013/girl-fucked-by-dog.avi.exe,,
tube8vidsbzx.dnset,com,,2013/girl-fucked-by-dog.avi.exe,,
tube8vidscjk.ddns,name,,2013/girl-fucked-by-dog.avi.exe,,
slimxxxtubehdn.dnset,com,,2013/girl-fucked-by-dog.avi.exe,,
slimxxxtubehli.dnset,com,,2013/girl-fucked-by-dog.avi.exe,,
slimxxxtubeidv.ddns,name,,2013/girl-fucked-by-dog.avi.exe,,
slimxxxtubeijc.dnset,com,,2013/girl-fucked-by-dog.avi.exe,,
slimxxxtubeiqb.dnset,com,,2013/girl-fucked-by-dog.avi.exe,,
slimxxxtubejie.dnset,com,,2013/girl-fucked-by-dog.avi.exe,,
slimxxxtubejlp.ddns,name,,2013/girl-fucked-by-dog.avi.exe,,
slimxxxtubejpe.ddns,name,,2013/girl-fucked-by-dog.avi.exe,,
slimxxxtubejvh.ddns,name,,2013/girl-fucked-by-dog.avi.exe,,
slimxxxtubejyk.ddns,name,,2013/girl-fucked-by-dog.avi.exe,,
slimxxxtubekad.ddns,name,,2013/girl-fucked-by-dog.avi.exe,,
slimxxxtubekgj.ddns,name,,2013/girl-fucked-by-dog.avi.exe,,
slimxxxtubekgv.ddns,name,,2013/girl-fucked-by-dog.avi.exe,,
slimxxxtubeklg.dnset,com,,2013/girl-fucked-by-dog.avi.exe,,
slimxxxtubekpn.ddns,name,,2013/girl-fucked-by-dog.avi.exe,,
slimxxxtubekrn.ddns,name,,2013/girl-fucked-by-dog.avi.exe,,
slimxxxtubelap.ddns,name,,2013/girl-fucked-by-dog.avi.exe,,
slimxxxtubelat.ddns,name,,2013/girl-fucked-by-dog.avi.exe,,
slimxxxtubelfr.ddns,name,,2013/girl-fucked-by-dog.avi.exe,,
slimxxxtubelzv.ddns,name,,2013/girl-fucked-by-dog.avi.exe,,
slimxxxtubemue.dnset,com,,2013/girl-fucked-by-dog.avi.exe,,
slimxxxtubeneg.ddns,name,,2013/girl-fucked-by-dog.avi.exe,,
slimxxxtubeneu.ddns,name,,2013/girl-fucked-by-dog.avi.exe,,
slimxxxtubengt.dnset,com,,2013/girl-fucked-by-dog.avi.exe,,
slimxxxtubenqp.ddns,name,,2013/girl-fucked-by-dog.avi.exe,,
slimxxxtubentf.dnset,com,,2013/girl-fucked-by-dog.avi.exe,,
slimxxxtubeocr.dnset,com,,2013/girl-fucked-by-dog.avi.exe,,
slimxxxtubeonf.dnset,com,,2013/girl-fucked-by-dog.avi.exe,,
slimxxxtubeopy.ddns,name,,2013/girl-fucked-by-dog.avi.exe,,
slimxxxtubeoxo.ddns,name,,2013/girl-fucked-by-dog.avi.exe,,
slimxxxtubeoxy.ddns,name,,2013/girl-fucked-by-dog.avi.exe,,
slimxxxtubeppj.dnset,com,,2013/girl-fucked-by-dog.avi.exe,,
slimxxxtubeqfo.ddns,name,,2013/girl-fucked-by-dog.avi.exe,,
slimxxxtubeqsh.ddns,name,,2013/girl-fucked-by-dog.avi.exe,,
slimxxxtubeqve.dnset,com,,2013/girl-fucked-by-dog.avi.exe,,
slimxxxtubeqwr.dnset,com,,2013/girl-fucked-by-dog.avi.exe,,
slimxxxtuberau.ddns,name,,2013/girl-fucked-by-dog.avi.exe,,
slimxxxtuberea.ddns,name,,2013/girl-fucked-by-dog.avi.exe,,
slimxxxtuberep.dnset,com,,2013/girl-fucked-by-dog.avi.exe,,
generalchemicalsupply,com,,glg.exe,,
slimxxxtubeacn.dnset,com,,2013/girl-fucked-by-dog.avi.exe,,
slimxxxtubealn.ddns,name,,2013/girl-fucked-by-dog.avi.exe,,
slimxxxtubeanr.ddns,name,,2013/girl-fucked-by-dog.avi.exe,,
slimxxxtubeaxy.ddns,name,,2013/girl-fucked-by-dog.avi.exe,,
slimxxxtubeayv.ddns,name,,2013/girl-fucked-by-dog.avi.exe,,
slimxxxtubebej.dnset,com,,2013/girl-fucked-by-dog.avi.exe,,
slimxxxtubebgp.ddns,name,,2013/girl-fucked-by-dog.avi.exe,,
slimxxxtubebmq.dnset,com,,2013/girl-fucked-by-dog.avi.exe,,
slimxxxtubebnd.ddns,name,,2013/girl-fucked-by-dog.avi.exe,,
slimxxxtubecgl.ddns,name,,2013/girl-fucked-by-dog.avi.exe,,
slimxxxtubectk.dnset,com,,2013/girl-fucked-by-dog.avi.exe,,
slimxxxtubecty.ddns,name,,2013/girl-fucked-by-dog.avi.exe,,
slimxxxtubeczp.ddns,name,,2013/girl-fucked-by-dog.avi.exe,,
slimxxxtubedgv.dnset,com,,2013/girl-fucked-by-dog.avi.exe,,
slimxxxtubedjm.ddns,name,,2013/girl-fucked-by-dog.avi.exe,,
slimxxxtubedlb.ddns,name,,2013/girl-fucked-by-dog.avi.exe,,
slimxxxtubedvj.dnset,com,,2013/girl-fucked-by-dog.avi.exe,,
slimxxxtubedxc.ddns,name,,2013/girl-fucked-by-dog.avi.exe,,
slimxxxtubedya.ddns,name,,2013/girl-fucked-by-dog.avi.exe,,
slimxxxtubeejs.ddns,name,,2013/girl-fucked-by-dog.avi.exe,,
slimxxxtubeemz.dnset,com,,2013/girl-fucked-by-dog.avi.exe,,
slimxxxtubefdr.ddns,name,,2013/girl-fucked-by-dog.avi.exe,,
slimxxxtubefel.ddns,name,,2013/girl-fucked-by-dog.avi.exe,,
slimxxxtubeftb.dnset,com,,2013/girl-fucked-by-dog.avi.exe,,
slimxxxtubefzc.ddns,name,,2013/girl-fucked-by-dog.avi.exe,,
slimxxxtubehan.ddns,name,,2013/girl-fucked-by-dog.avi.exe,,
tube8vidszyj.ddns,name,,2013/girl-fucked-by-dog.avi.exe,,
cofeb13east,com,,download.php,ln5/ca==,
morenews3,net,,got.php,l=dwlkp_ixmjg4ndu1odimawq9ndaxo_amdglkp_qwndm3ni,
gredinatib,org,,got.php,l=dwlkptgyodm3mti1nizpzd01mdiyniz0awq9mjc2nde4jnbjpw,
tecslide,com,,js/down/sbin1/ms0ftadapter.exe,,
slivki,com.ua,,as/ponynl.exe,,
slivki,com.ua,,as/smp.exe,,
bizzibeans,net,,wp-admin/zope/,,
bizzibeans,net,,wp-admin/zope/adobe_flash.exe,,
two-of-us,at,,images/4x.exe,,
directxex,com,,uploads/1835173533.ms.exe,dl=1,
directxex,com,,uploads/1835173533.ms.exe,,
two-of-us,at,,images/2.exe,,
kids-fashion,dk,,browser.php,copy=9763&common-prop=0&edit=0,
directxex,com,,uploads/1406101817.server.exe,,
two-of-us,at,,images/youtube/d/flashplayer.exe,,
directxex,com,,uploads/1144786436.be.exe,,
two-of-us,at,,images/3.exe,,
directxex,com,,uploads/1010343014.server12345.exe,,
two-of-us,at,,images/777.exe,,
downloads-whatsapp,com,,,,
downloads-whatsapp,com,,whatsapp-for-nokia.php,,
two-of-us,at,,images/au.exe,,
two-of-us,at,,images/youtube/d/flashplayer.html,,
directxex,com,,uploads/1021119574.c-chrome.exe,,
doktester.orgfree,com,,styles/jrtxnmpq.php,html=27,
blueimagen,com,,attachment/invoice-list2013-10-20-copy.jar,,
silurian,cn,,modules/mod_cmsfix/fix.php,,
mylondon.hc0,me,,panel/,,
lostartofbeingadame,com,,wp-content/plugins/www.fotosupload.php,,
bride1,com,,file/www.fotosupload.com/fotosuploadcominfidelidadfotos2dediciembreparaquenoquedendudasc.zip,,
somethingnice.hc0,me,,login.php,,
somethingnice.hc0,me,,miner/yacminer.files,,
europol.europe.eu.id214218540-7444056787.h5841,com,,,flow_id=2000&870470=33440/case_id=17188,
europol.europe.eu.france.id647744160-2176514326.h5841,com,,,flow_id=8615&511004=52895/case_id=27223,
z7752,com,,checkout.php,step=1,
mobatory,com,,8jxjj7ifv3055xytz5ih3o130iar6rf9,,
trahic,ru,,5ebydvkrgw04am7wjly,,
trahic,ru,,6h3m0gs9sgb81g8h0hdefhh9a,zhkk4a8gv=1,
trahic,ru,,5mm3i7t83m2t8dlja,,
trahic,ru,,6h3m0gs9sgb8vxr70voqj1fa6,,
mobatory,com,,,,
vroll,net,,,,
mobatory,com,,70i1sxn6q8s86lqb6tfkgdehq,,
mobatory,com,,7jwgzo2ub186py0imhspqlfoe,,
mobatory,com,,5uxfljc5z4s6eacz305ic45h25hq3srib5tc1b51g,j8c=49ljg&pjz9ci=rapid8.com/&3kgiokr8=t3619158&80ipnpaegcqj19=rapid8.com/stage2.php&4kf7k=0&31n33=0&3ea6o=0&3cvlt=0&wr71g34ni=1&127ehq780r=0&6s89o644imz=0&78ob3sh84zkh1z=1&6iu2mhp1=0&rpo5za53h=1024&yq84eazbm=768&8v0luzzkqq3=0&6s5iunzsdhm2mj30=1,
mobatory,com,,5uxfljc5z4s6eacz305ic45h25hq3srib5tc1b51g,j8c=49ljg&pjz9ci=rapid8.com/&3kgiokr8=t3619158&80ipnpaegcqj19=rapid8.com/stage2.php&4kf7k=0&31n33=0&3ea6o=0&3cvlt=0&wr71g34ni=1&127ehq780r=0&6s89o644imz=0&78ob3sh84zkh1z=1&6iu2mhp1=0&rpo5za53h=1024&yq84eazbm=768&8v0luzzkqq3=0&7uyedgxpbuv6y8kxg34cuxdmz=99780&98uca7ro8qv6eu5qpnguteh6r=,
amu.brandnewinstall,info,,yaelmendel/gadget/,,
amu.helpyourselfinstall,info,,iframe/,d=1271,
amu.twobox4addon,info,,rachel/,,
amu.helpyourselfinstall,info,,iframe/,d=1118,
amu.adduraddonhere,info,,lpgreenseal/,,
amu.boxinstallercompany,info,,iframe/,d=746,
directxex,com,,uploads/1201296916.8h.exe,,
directxex,com,,uploads/1251104917.p9g.exe,,
directxex,com,,uploads/1353613345.ih.exe,,
directxex,com,,uploads/143265795.ohi.exe,,
directxex,com,,uploads/1565397800.9g.exe,,
directxex,com,,uploads/158511922.uf.exe,,
directxex,com,,uploads/1607796965.id100.exe,,
directxex,com,,uploads/1836606807.9g.exe,,
directxex,com,,uploads/1853928844.97g.exe,,
directxex,com,,uploads/1991519040.aeg.exe,,
directxex,com,,uploads/223478294.insid-start-sjw.exe,,
directxex,com,,uploads/232683212.igi.exe,,
directxex,com,,uploads/31401351.final5.exe,,
directxex,com,,uploads/384011806.gotter.exe,,
directxex,com,,uploads/414294618.009.exe,,
directxex,com,,uploads/609015994.mining.exe,,
directxex,com,,uploads/620509324.minimon.exe,,
directxex,com,,uploads/623307317.inst.exe,,
directxex,com,,uploads/636954784.ok.exe,,
directxex,com,,uploads/662268336.bin.exe,,
directxex,com,,uploads/687255529.delfi.exe,,
directxex,com,,uploads/744646896.rbsrb.exe,,
directxex,com,,uploads/777724411.safetycheck.exe,,
directxex,com,,uploads/818611823.insidrazor.exe,,
directxex,com,,uploads/836587333.skp.exe,,
directxex,com,,uploads/845426478.xa.exe,,
directxex,com,,uploads/90200102.neustebotloader.exe,,
directxex,com,,uploads/995578741.miner.exe,,
directxex,com,,uploads/1744698061.miner.txt,,
directxex,com,,uploads/281742754.abbba.exe,,
directxex,com,,uploads/566077266.ms.exe,,
directxex,com,,uploads/1347878398.miner2.exe,,
directxex,com,,uploads/1565998043.test.exe,,
directxex,com,,uploads/2111586998.onoj.exe,,
directxex,com,,uploads/566077266.ms.exe,dl=1,
down2.feiyang163,com,,soft/wavtomp3.exe,,
down3.feiyang163,com,,soft/fcssq.exe,,
d1.kuai8,com,,setup/kuai8_zjy.exe,,
down.unadnet,com.cn,,soft/2dmofang.exe,,
down.unadnet,com.cn,,soft/loveletter.exe,,
ddd.gouwuke,cn,,down/exejmman.exe,,
down.feiyang163,com,,soft/alexacha.exe,,
down.feiyang163,com,,soft/usblock.exe,,
down.feiyang163,com,,soft/wbjfsys.exe,,
down.guangsu,cn,,qdn/setup_qd262.exe,,
down.guangsu,cn,,qdn/setup_qd304.exe,,
sj88,com,,hezi/jm/s1000.exe,,
k.h.a.d,free.fr,,pub/utils/oepv.exe,,
download.grandcloud,cn,,9291/15474/setup_2949-14598.exe,,
download.grandcloud,cn,,9291/16411/80347_al.exe,,
download.grandcloud,cn,,9291/17147/cool_es_pc35152730.exe,,
feiyang163,com,,soft/fyspeaker.exe,,
thefxarchive,com,,downloads/wlmm/mmk_warp_variations.exe,,
formessengers,com,,download.php,pn=mlp,
dl.microsword,net,,softdown/filerubber.exe,,
dl.microsword,net,,softdown/videorecord.exe,,
download.56,com,,lp/client/update.lua,,
download.56,com,,lp/client/woxiu1.0.15_20119070.exe,,
download.ttrili,com,98,setup%5b57%5d-rl.exe,,
download.ttrili,com,98,setup%5b75%5d-rl.exe,,
download.ttrili,com,98,setup%5b79%5d-rl.exe,,
download.ttrili,com,98,setup[11]-rl.exe,,
f.gj555,net,,download/setups30035.exe,,
f.gj555,net,,download/setups30138.exe,,
f.gj555,net,,download/setups34338.exe,,
f.gj555,net,,download/setups75613.exe,,
f.gj555,net,,download/setups83563.exe,,
f.gj555,net,,download/setups91646.exe,,
f.gj555,net,,download/setups95191.exe,,
files.dsnetwb,com,,atube_catcher_5188_atu3.exe,,
zctei,com,,date/9377chiyue_y_cdcr1124.exe,,
somethingnice.hc0,me,,miner/ufasoft.files,,
t-gas.co,uk,,1.txt,,
zatzy,com,,allmaent/391854-volvos-nya-drive-e.html,,
aippnetworks,com,,plugins/authentication/joomla/aviancataca/aviancatacafreeticket.php,,
dl.downf468,com,,n/3.0.25/2629037/manual-de-configuración-del-putty.exe,,
dl.downf468,com,,n/3.0.26.2/11975718/ultrasurf+13.03.exe,,
dl.downf468,com,,n/3.0.25/11999301/silver+tv+3.0.exe,,
dl.downf468,com,,n/3.0.25/7412352/btv+solo.exe,,
dl.downf468,com,,n/3.0.26/11433792/automation+studio+6.0.exe,,
dl.downf468,com,,n/3.0.26/11649331/super+mario+sunshine+64+1.0.exe,,
dl.downf468,com,,n/3.0.26/12050993/free+rar+extract+frog.exe,,
dl.downf468,com,,n/3.0.24.1/12015256/windows+product+key+code+finder+2.20.exe,,
dl.downf468,com,,n/3.0.24.1/12015430/nt+key+enterprise+edition+3.80.exe,,
dl.downf468,com,,n/3.0.25/12023961/microsoft+hesap+makinesi++.exe,,
dl.downf468,com,,n/3.0.25/4789416/logiescalierexpert.exe,,
dl.downf468,com,,n/3.0.26.1/11630753/iniciación-a-la-soldadura-con-estaño.exe,,
dl.downf468,com,,n/3.0.26.1/11812852/n5239.exe,,
dl.downf468,com,,n/3.0.26.1/11358561/notepad+++.exe,,
dl.downf468,com,,n/3.0.26.1/11707102/psx0139.exe,,
dl.downf468,com,,n/3.0.26.1/11707353/psx0046.exe,,
dl.downf468,com,,n/3.0.26.3/1033/poweriso.exe,,
dl.downf468,com,,n/3.0.26.3/11431055/dragon+naturally+speaking+9.0.exe,,
dl.downf468,com,,n/3.0.26.3/11431361/who+anthro+3.2.2.1.exe,,
dl.downf468,com,,n/3.0.26.3/2269383/roadnav.exe,,
dl.downf468,com,,n/3.0.26.3/2836178/gambas+a+la+egipcia.exe,,
dl.downf468,com,,n/3.0.26.3/5345299/vietkey.exe,,
dl.downf468,com,,n/3.0.26.3/5349388/adfender.exe,,
dl.downf468,com,,n/3.0.26.3/5366358/mediaget.exe,,
dl.downf468,com,,n/3.0.26.3/5366255/flv_media_player.exe,,
dl.downf468,com,,n/3.0.26.3/5830397/matlab.exe,,
dl.downf468,com,,n/3.0.26.3/6445693/calibre.exe,,
dl.downf468,com,,n/3.0.26.3/6773557/odin3.exe,,
dl.downf468,com,,n/3.0.26/11433792/automationstudio6.0.exe,,
dl.downf468,com,,n/3.0.26/11649331/supermariosunshine641.0.exe,,
dl.downf468,com,,n/3.0.26/12050993/freerarextractfrog.exe,,
dl.downf468,com,,n/3.0.25/7412352/btvsolo.exe,,
dl.downf468,com,,n/3.0.24.1/4790826/handball+challenge.exe,,
dl.downf468,com,,n/3.0.26.3/4812448/pointage+d%e2%80%99heures.exe,,
dl.downf468,com,,n/3.0.26.3/5347935/wondershare+pdf+to+word.exe,,
dl.downf468,com,,n/3.0.25/11999301/silvertv3.0.exe,,
dl.downf468,com,,n/3.0.24.1/12015256/windowsproductkeycodefinder2.20.exe,,
dl.downf468,com,,n/3.0.24.1/12015430/ntkeyenterpriseedition3.80.exe,,
dl.downf468,com,,n/3.0.26.2/5331438/flv_media_player.exe=0d=0ahttp:/grandinstalls.ru/rlpaxhqbauhbxe1lxqbmw1cdsedcswbcwwfjs1pxvknceuhhqktxr0ot/torrent/147458862/498349280/torrent.exe=,,
dl.downf468,com,,n/3.0.26.2/12014376/setup.exe=0d=0ahttp:/dl.softpzivrubajjui.net/n/3.0.26.2/5565169/flvmplayer.exe=,,
dl.downf468,com,,n/3.0.26.2/5738856/flv_media_player.exe=0d=0ahttp:/dl.softpzivrubajjui.net/n/3.0.26.2/10064255/hitmanpro.exe=,,
dl.downf468,com,,n/3.0.26.2/5738856/flv_media_player.exe=0d=0ahttp:/dl.softpzivrubajjui.net/n/3.0.26.2/11799286/opera.exe=,,
dl.downf468,com,,n/3.0.26.2/5785797/flv_media_player.exe=0d=0ahttp:/dl.softohqimjjedf0jq.net/n/3.0.26.2/5784498/flv_media_player.exe=,,
dl.downf468,com,,n/3.0.26.2/5785797/flv_media_player.exe=0d=0ahttp:/dl.softohqimjjedf0jq.net/n/3.0.26.2/11359629/stream_movies_online.exe=,,
dl.downf468,com,,n/3.0.26.2/6068293/winrarfree.exe=0d=0ahttp:/dl.softpzivrubajjui.net/n/3.0.26.2/11717749/winzip.exe=,,
dl.downf468,com,,n/3.0.26/11797512/flv_media_player.exe=0d=0ahttp:/redtubes.ru/fgokdkrrurgrdb0bdvaccwdtgbcsg1amc1ezgwohbhmsqrgxehshfxpd/audio/127974014/481402808/toca_toca_radio_edit.exe=,,
dl.downf468,com,,n/3.0.26.2/4924888/100-villancicos.exe,,
dl.downf468,com,,n/3.0.26.1/12023961/microsofthesapmakinesi.exe,,
dl.downf468,com,,n/3.0.26.2/4800574/sculptris.exe,,
dl.downf468,com,,n/3.0.26/5436359/flv_media_player.exe=0d=0ahttp:/dl01.fabdmr.com/n/3.0.26/6498621/flv_media_player.exe=,,
dl.downf468,com,,n/3.0.26/187807/utorrent.exe=0d=0ahttp:/dl01.facdmr.com/n/3.0.26/4993202/mediaget.exe=,,
dl.downf468,com,,n/3.0.26/2105371/avs_media_player.exe=0d=0ahttp:/dl01.faadmr.com/n/3.0.26/11822316/flv_media_player.exe=,,
dl.downf468,com,,n/3.0.26/2094912/avs_media_player.exe=0d=0ahttp:/installsupdater.info/syshost.exe=,,
dl.downf468,com,,n/3.0.26/5738856/flv_media_player.exe=0d=0ahttp:/dl.softohqimjjedf0jq.net/n/3.0.26/3484691/simtractor.exe=,,
dl.downf468,com,,n/3.0.26/2632028/avs_media_player.exe=0d=0ahttp:/download.multiinstall.com.br/a75e4b51a7dfadaa4b8a88436b76af41/quadro_1600x1200.exe=,,
dl.downf468,com,,n/3.0.26/2105407/avs_media_player.exe=0d=0ahttp:/dl.softohqimjjedf0jq.net/n/3.0.26/4351718/vlc_media_player.exe=,,
dl.downf468,com,,n/3.0.26.2/11813765/n0140.exe,,
dl.downf468,com,,n/3.0.26/2105407/avs_media_player.exe=0d=0ahttp:/tube-city.ru/1mjiziatk8/j0c/j0tvpznnfym6szsmt29ni49jty9lq093y48tr0oopg9xygq=3d=3d/torrent/5387708/159507868/download.exe=,,
dl.downf468,com,,n/3.0.26/4351718/vlc_media_player.exe=0d=0ahttp:/dl.softohqimjjedf0jq.net/n/3.0.26/6708421/ares.exe=,,
dl.downf468,com,,n/3.0.26/6068293/winrarfree.exe=0d=0ahttp:/dl01.fabdmr.com/n/3.0.26/5034600/j_downloader.exe=,,
dl.downf468,com,,n/3.0.26.2/11810098/n2018.exe,,
dl.downf468,com,,n/3.0.26.1/2629037/manual-de-configuraci&;amp;oacute;n-del-putty.exe,,
dl.downf468,com,,n/3.0.26.2/11853911/adobe_pdf_reader.exe=0d=0ahttp:/dl.softpzivrubajjui.net/n/3.0.26.2/5565169/flvmplayer.exe=,,
dl.downf468,com,,n/3.0.26.2/11975718/ultrasurf13.03.exe,,
dl.downf468,com,,n/3.0.26.2/4866666/macromedia-freehand.exe,,
dl.downf468,com,,n/3.0.26.2/6690540/minecraft1.5.2.exe,,
dl.downf468,com,,n/3.0.26.2/5983928/app.exe,,
dl.downf468,com,,n/3.0.26/11930758/file_installer.exe=0d=0ahttp:/dl.downe468.com/n/3.0.26/11928104/ares.exe=,,
dl.downf468,com,,n/3.0.26.2/4889139/the-hunter.exe,,
dl.downf468,com,,n/3.0.26/11930758/file_installer.exe=0d=0ahttp:/dl.downf468.com/n/3.0.26/11893495/update_code_generator.exe=,,
dl.downf468,com,,n/3.0.26.2/5570947/mipony.exe,,
dl.downf468,com,,n/3.0.26/11930758/file_installer.exe=0d=0ahttp:/dl.softohqimjjedf0jq.net/n/3.0.26/12091048/skype.exe=,,
dl.downf468,com,,n/3.0.26/11930758/file_installer.exe=0d=0ahttp:/dl01.fabdmr.com/n/3.0.26/187807/utorrent.exe=,,
dl.downf468,com,,n/3.0.26/11930758/file_installer.exe=0d=0ahttp:/dl.downf468.com/n/3.0.26/7088851/flv_media_player.exe=,,
dl.downf468,com,,n/3.0.25/11810424/n5250.exeo:=,,
dl.downf468,com,,n/3.0.26.3/11706753/d0005.exe=,,
dl.downf468,com,,n/11810692/n5062.exeo:p/o:p=,,
dl.downf468,com,,n/3.0.25/11706811/psx0109.exe=,,
dl.downf468,com,,n/3.0.25/11784924/p1232.exeo:=,,
dl.downf468,com,,n/3.0.25/11560994/d3dx9_31.exe=,,
dl.downf468,com,,n/3.0.26.1/3285684/lógica-y-teoría-de-conjuntos.exe,,
dl.downf468,com,,n/3.0.26.3/4789537/setup.exe,,
dl.downf468,com,,n/3.0.26.3/8311230/avast.exe,,
dl.downf468,com,,n/3.0.26.3/4812448/pointagedheures.exe,,
dl.downf468,com,,n/3.0.26.3/5347935/wondersharepdftoword.exe,,
dl.downf468,com,,n/3.0.24.1/4790826/handballchallenge.exe,,
dl.downf468,com,,n/3.0.26.3/11439286/msvcr100.exe,,
dl.downf468,com,,n/3.0.26.3/3708/teamviewer.exe,,
dl.downf468,com,,n/3.0.26.3/11442660/d3dx9_43.exe,,
dl.downf468,com,,n/3.0.26.1/6156061/â¿dã³nde-estã¡-carmen-sandiego,.exe,
dl.downf468,com,,n/3.0.26.3/11812198/n4250.exe,,
dl.downf468,com,,n/3.0.26.3/11811219/n4911.exe,,
dl.downf468,com,,n/3.0.26.3/11970252/skype.exe,,
dl.downf468,com,,n/3.0.26.3/6654650/alzip.exe,,
dl.downf468,com,,n/3.0.26.3/2836178/gambasalaegipcia.exe,,
dl.downf468,com,,n/3.0.26.3/11809923/n5574.exe,,
dl.downf468,com,,n/3.0.26.3/11707321/psx0026.exe,,
dl.downf468,com,,n/3.0.26.3/11706755/d0004.exe,,
valouweeigenaren,nl,,customers/billing/df367548-18.zip,,
valouweeigenaren,nl,,customers/cases/acc56-81-93.zip,,
directxex,com,,uploads/815597715.bot.exe trojan.agent,,
news4cars,com,,misc/uip/adobe_flash.exe trojan.agent,,
rocksresort,com.au,,image/pdf.exe trojan.zbot,,
updo,nl,,file/b24d1856.exe trojan.injector,,
directxex,com,,uploads/1395655996.ss.exe win32/autorun.ircbot.jd,,
directxex,com,,uploads/144543902.rundll32.exe trojan,,
directxex,com,,uploads/1552287385.igfxtray.exe win32/coinminer.is,,
directxex,com,,uploads/1576253022.miner.txt win32/coinminer.is,,
directxex,com,,uploads/2074531303.bin.exe win32/napolar.a,,
directxex,com,,uploads/815597715.bot.exe win32/spy.zbot.aaq,,
directxex,com,,uploads/84937512.and.exe win32/injector.aujq,,
directxex,com,,uploads/939195944.newmine.exe msil/coinminer.ay,,
ttb.tbddlw,com,,download/request/51a9b7865f1c1eb81f000001/ctlli2yz,pubid=3457_2776&clickid=3247011638 pup.fakejava,
yumekin,com,,inde.php,,
yumekin,com,,inde.php,comercial@cohesp.com.br,
keyways,pt,,~keyways/1.html,,
lccl,org.uk,,1.html,,
nt-associates,com,,1.html,,
ads.wikipartes,com,,all/test.php,,
